ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
0.15;-1.17;0.30;-263.00;-45.83;93.21;-125.21;-47.34;10.43
0.23;-1.16;0.38;-155.92;18.00;72.65;-128.23;-46.07;12.46
0.24;-1.22;0.42;-26.53;12.85;9.17;-127.58;-44.98;12.70
0.07;-1.19;0.40;72.05;-27.30;-51.51;-124.41;-44.89;11.26
0.05;-1.15;0.33;176.01;-30.51;-61.58;-118.70;-44.83;9.59
0.02;-1.11;0.33;290.54;8.82;-48.45;-110.09;-43.72;8.29
0.08;-1.09;0.25;381.40;-24.22;-47.81;-99.26;-43.55;7.00
0.14;-1.06;0.23;418.76;51.91;-20.21;-88.02;-41.48;6.47
0.24;-1.01;0.35;392.05;139.01;-6.30;-77.09;-37.17;6.30
0.29;-1.02;0.76;424.83;244.17;1.93;-63.52;-29.19;6.36
0.19;-1.02;1.05;501.34;121.25;-49.09;-49.77;-25.51;5.03
-0.05;-0.96;0.89;501.34;45.68;-112.09;-36.42;-23.76;2.01
-0.01;-0.73;0.45;501.34;118.27;-103.83;-23.09;-20.03;-0.90
0.14;-0.54;0.62;501.34;147.14;-103.43;-10.56;-16.02;-3.59
0.25;-0.20;0.90;472.01;6.65;-192.36;1.95;-15.79;-8.78
-0.26;0.06;0.62;345.03;-77.79;-256.90;11.12;-17.11;-15.72
-0.22;0.17;0.71;156.50;71.77;-117.80;15.09;-14.66;-18.78
-0.08;0.13;1.15;61.00;168.21;-28.80;16.58;-9.67;-19.59
-0.02;0.07;1.54;35.38;68.47;-36.24;17.34;-7.45;-20.67
0.02;-0.03;1.46;52.62;31.59;-17.52;18.31;-6.51;-21.13
-0.01;0.05;1.17;47.06;92.46;21.97;19.24;-3.92;-20.54
0.13;-0.09;1.21;-106.22;52.68;32.81;13.78;-1.48;-18.96
0.18;-0.16;1.34;-87.55;-14.57;-32.99;10.89;-2.00;-19.92
0.03;-0.17;1.25;-49.14;-51.82;-80.21;9.22;-3.36;-22.08
-0.13;-0.15;1.10;-35.84;-67.83;-79.89;7.95;-4.97;-24.24
-0.05;-0.18;1.12;-34.74;-9.41;-44.59;6.66;-5.08;-25.49
0.02;-0.18;1.22;-3.86;1.10;-34.30;6.26;-4.96;-26.38
0.02;-0.17;1.11;18.22;-17.65;-50.61;6.45;-5.35;-27.75
0.25;-0.18;0.84;-4.05;46.53;-65.51;5.97;-3.69;-30.37
0.14;-0.23;0.84;-59.69;63.02;-100.65;4.07;-2.16;-32.99
0.26;-0.43;1.09;-106.59;96.35;-138.96;0.71;0.33;-36.88
0.18;-0.51;1.49;-56.36;42.85;-241.86;-1.13;1.35;-43.41
0.11;-0.64;1.33;33.47;-57.71;-332.21;-0.71;-0.26;-52.38
0.33;-0.62;1.30;69.00;-46.41;-437.67;0.72;-1.68;-64.19
0.09;-0.59;1.10;70.74;-180.26;-497.90;2.12;-6.65;-78.13
-0.09;-0.46;1.01;29.03;-124.49;-478.91;2.36;-9.62;-90.59
0.19;-0.46;1.23;72.79;26.61;-432.86;3.95;-8.83;-102.71
0.18;-0.46;1.01;56.83;-95.71;-483.25;5.35;-11.98;-119.14
-0.20;-0.04;0.96;32.21;-76.75;-458.94;6.02;-13.47;-131.07
-0.26;0.04;0.99;3.58;59.08;-326.83;6.03;-11.36;-139.89
0.05;0.02;1.28;6.39;13.62;-302.32;6.11;-10.80;-148.36
0.10;0.08;1.21;47.82;-35.16;-335.12;7.27;-11.57;-157.07
-0.48;0.29;1.01;74.82;14.87;-272.27;9.33;-10.54;-164.42
-0.37;0.12;1.03;-29.79;68.41;-135.69;8.45;-8.16;-168.09
-0.04;-0.04;1.39;-94.45;-1.09;-134.19;5.85;-8.00;-171.58
-0.11;0.09;1.47;-1.32;8.52;-107.57;5.76;-7.53;-174.48
-0.25;0.23;1.06;58.13;72.21;-42.53;7.61;-4.96;-175.80
-0.40;0.21;1.02;-24.94;29.97;27.03;6.99;-3.75;-175.10
-0.22;0.15;1.50;-74.28;-31.39;62.39;4.99;-4.35;-173.41
-0.46;0.28;1.65;64.04;5.94;147.72;6.73;-3.84;-169.42
-0.23;0.34;1.03;170.76;91.89;272.83;11.42;-1.14;-162.06
-0.24;0.22;0.66;5.75;2.94;289.15;11.62;-0.73;-154.25
-0.51;0.10;0.95;-159.44;3.08;415.62;7.40;-0.12;-143.44
0.07;-0.10;1.53;-79.32;169.97;502.63;5.09;4.33;-129.87
0.29;-0.10;1.47;63.70;34.15;444.08;6.60;4.94;-117.88
0.05;0.04;0.91;-32.86;-293.86;246.55;5.55;-3.86;-110.48
-0.62;0.04;0.78;-105.41;-245.59;365.47;2.68;-9.53;-100.62
0.17;-0.24;1.22;-55.86;108.68;502.63;0.95;-6.60;-87.05
0.14;-0.10;1.36;98.91;188.82;476.91;3.47;-1.58;-74.17
-0.19;-0.15;1.10;51.03;-44.80;386.01;4.62;-2.56;-63.75
0.24;-0.22;1.14;-65.00;-185.19;279.07;2.70;-7.43;-56.49
-0.19;-0.02;1.29;-10.22;-170.67;247.96;2.36;-11.64;-49.80
-0.50;0.02;1.18;25.95;-139.15;378.10;3.01;-14.64;-39.59
0.34;-0.18;0.97;51.89;-18.17;473.14;4.11;-15.14;-27.29
0.76;-0.16;0.87;7.00;-33.88;337.96;4.13;-16.59;-16.81
-0.13;-0.08;0.82;-79.35;-72.99;327.46;1.85;-18.03;-7.97
-0.50;-0.36;1.14;-69.29;33.22;502.63;-0.27;-16.42;5.60
0.18;-0.73;1.39;16.56;80.90;502.63;-0.32;-14.05;19.17
0.61;-0.48;1.43;92.43;36.04;453.85;1.86;-13.17;31.43
-0.42;-0.25;0.90;108.10;-11.19;381.93;4.36;-12.79;41.36
-0.74;-0.38;1.11;-34.01;58.64;502.63;3.11;-10.40;55.43
-0.08;-0.37;1.29;28.72;85.98;502.63;3.47;-7.95;68.50
0.28;-0.51;1.52;-13.46;-20.15;428.78;2.73;-8.48;80.08
-0.19;-0.31;1.49;89.66;-72.74;313.52;5.19;-10.40;89.80
-0.51;-0.26;0.90;110.33;-10.67;371.67;7.69;-9.98;99.46
0.30;-0.34;1.12;14.31;1.85;358.81;7.66;-9.97;109.51
0.30;-0.26;1.31;61.43;-26.54;203.73;8.95;-10.68;115.01
-0.50;-0.11;1.02;80.33;-79.21;169.79;10.74;-12.01;119.42
-0.23;-0.09;1.00;22.34;66.29;284.02;11.56;-8.22;133.91
0.14;-0.16;1.19;-12.69;-6.86;203.33;10.84;-8.36;139.60
0.05;-0.18;1.26;19.84;-15.24;126.04;10.98;-8.63;143.00
-0.16;-0.10;1.11;66.79;-7.74;95.64;12.38;-8.51;145.49
-0.12;-0.10;1.05;21.92;55.51;81.49;12.68;-6.58;147.93
-0.03;-0.10;1.28;4.37;13.07;22.77;12.45;-6.08;148.55
-0.23;-0.11;1.14;-3.79;-57.62;-18.94;12.01;-7.22;148.06
-0.33;-0.17;1.35;-23.79;-92.37;-1.60;11.03;-9.27;148.01
-0.05;-0.22;1.48;-17.86;-116.19;-6.80;10.15;-12.24;147.82
-0.18;-0.19;1.64;8.11;-211.79;-28.16;10.04;-17.28;147.09
-0.35;-0.09;1.37;43.18;-325.80;0.43;10.92;-25.29;147.10
0.08;-0.12;1.16;13.05;-228.96;72.63;10.95;-31.14;149.14
-0.53;0.10;2.00;-17.03;-242.55;10.31;10.34;-36.42;149.40
0.14;-0.03;1.29;1.41;-303.65;10.45;10.15;-45.04;149.73
0.20;-0.02;1.22;-14.95;-305.65;11.97;9.54;-52.41;150.05
0.21;-0.07;1.11;-24.56;-278.61;16.10;8.66;-58.66;150.47
0.27;-0.18;1.21;-14.76;-190.58;38.62;7.95;-62.93;151.55
0.55;-0.16;1.13;23.99;-148.09;35.26;8.29;-65.91;152.47
0.53;-0.10;1.06;55.31;-212.95;-14.27;9.52;-70.72;152.08
0.42;-0.04;0.91;26.22;-241.76;-21.46;10.01;-76.41;151.48
0.34;-0.06;1.01;6.37;-214.87;-8.04;9.92;-80.72;151.27
0.50;-0.13;1.08;43.99;-171.94;24.37;10.80;-84.10;151.93
0.70;-0.10;0.89;94.53;-178.96;3.81;14.22;-90.14;152.08
0.62;-0.05;0.78;80.10;-194.32;-18.39;16.01;-94.21;151.59
0.48;-0.02;0.78;64.92;-222.93;-7.28;17.32;-98.62;151.40
0.69;-0.05;0.69;56.21;-165.64;35.49;18.42;-101.89;152.36
1.00;-0.09;0.62;35.15;-163.77;10.72;18.92;-105.28;152.64
0.85;-0.05;0.61;9.27;-217.50;-45.45;18.74;-109.98;151.42
0.63;0.00;0.53;8.94;-213.59;-17.12;18.61;-114.42;150.96
0.84;-0.04;0.41;-4.30;-175.85;19.41;18.09;-118.02;151.48
0.83;-0.07;0.52;-35.82;-165.68;13.55;16.72;-121.14;151.85
0.70;-0.07;0.73;-2.60;-156.64;26.72;16.25;-124.29;152.67
0.84;-0.04;0.47;45.82;-133.94;47.56;17.06;-126.40;153.91
1.06;0.02;0.19;29.92;-108.22;21.70;17.55;-128.41;154.52
0.91;0.03;0.12;-68.89;-144.35;-30.39;15.41;-131.27;153.70
0.86;0.01;0.25;-123.29;-130.95;-20.06;11.97;-133.45;153.18
1.17;-0.06;0.24;-119.93;-90.99;-44.82;8.51;-134.70;151.97
1.26;-0.09;0.20;-111.32;-51.77;-142.91;5.43;-134.87;148.25
0.69;-0.01;0.36;-113.75;-160.35;-210.68;2.19;-137.80;142.35
0.62;0.04;0.25;-82.22;-87.62;-144.27;0.02;-138.66;138.46
1.10;0.01;0.10;-50.05;12.06;-165.08;-1.44;-137.23;133.50
0.95;-0.09;0.30;-80.76;-42.23;-255.66;-3.63;-136.96;126.60
0.71;0.06;0.44;-48.45;-17.59;-241.09;-4.78;-135.78;120.09
1.01;0.19;0.25;78.02;71.49;-214.35;-2.53;-132.58;114.52
0.97;0.14;0.15;16.94;-25.64;-323.40;-1.87;-132.10;105.46
0.62;0.34;0.27;-55.26;-74.05;-334.91;-2.87;-132.32;96.42
0.45;0.44;0.37;11.52;6.00;-245.25;-1.96;-130.11;90.04
0.94;0.41;0.35;-17.12;-87.38;-291.99;-2.02;-130.84;82.16
0.58;0.54;0.44;-27.15;-131.04;-300.39;-2.14;-132.30;74.05
0.85;0.58;0.22;65.41;-2.67;-217.72;0.40;-130.67;67.52
1.17;0.45;0.04;58.54;11.57;-318.83;2.35;-129.10;58.91
1.02;0.49;0.10;15.31;27.92;-428.70;3.18;-126.98;47.33
0.13;0.72;0.13;47.00;52.55;-389.43;5.71;-123.28;37.21
0.60;0.72;0.05;76.66;128.06;-311.51;8.59;-118.19;28.80
0.38;0.76;0.13;3.02;-9.88;-393.64;9.62;-116.54;18.56
0.01;0.92;0.24;-5.81;49.69;-287.20;10.76;-112.86;10.52
0.28;0.88;0.31;86.42;183.85;-196.99;13.96;-106.00;5.20
0.21;0.74;0.20;50.37;61.43;-235.74;16.19;-102.57;-0.93
-0.01;1.14;0.26;-7.55;63.42;-55.15;16.98;-96.96;-4.07
0.26;1.08;0.21;-90.36;-75.85;-47.93;15.67;-97.18;-5.32
0.29;1.09;0.29;-169.70;-205.45;-60.22;11.94;-101.11;-7.00
0.09;1.23;0.28;-160.19;-103.04;0.31;8.93;-101.89;-6.99
0.11;1.16;0.03;-144.71;36.32;88.72;6.59;-98.99;-4.60
0.14;0.99;0.07;-260.89;39.28;135.35;1.11;-96.12;-0.94
0.43;0.53;0.23;-468.31;59.54;143.59;-10.07;-93.27;2.79
0.29;0.61;0.71;-499.20;8.99;119.30;-22.45;-91.42;6.01
0.24;0.88;0.97;-499.20;-85.25;117.32;-34.49;-92.00;9.18
0.50;0.67;0.54;-385.63;-82.54;107.85;-44.49;-93.03;12.41
0.24;0.72;0.43;-433.90;-54.37;109.33;-54.56;-92.90;15.48
0.04;0.52;0.47;-499.20;-59.47;163.21;-65.75;-92.66;19.88
0.17;0.21;0.69;-499.20;-10.44;218.59;-77.36;-91.30;25.78
0.07;0.14;0.73;-499.20;28.75;251.50;-88.82;-88.81;32.57
0.84;-0.06;1.11;-485.98;-116.74;141.06;-99.94;-90.83;36.38
0.76;-0.15;0.79;-455.90;-127.99;19.18;-110.12;-93.18;36.90
0.37;-0.17;0.52;-499.20;-89.24;-19.74;-121.34;-94.24;36.37
0.36;-0.55;1.11;-499.20;-68.11;10.52;-133.02;-94.47;36.66
0.32;-0.36;1.31;-475.03;29.28;42.14;-144.58;-91.94;37.93
0.45;-0.10;0.72;-304.88;7.83;44.28;-149.85;-90.47;39.12
0.37;-0.28;0.17;-387.00;-15.50;42.52;-157.64;-89.86;40.27
0.29;-0.65;0.41;-499.20;0.18;65.97;-168.06;-88.36;41.99
0.35;-0.74;0.76;-489.34;18.41;75.58;-178.32;-86.37;44.03
0.41;-0.87;0.60;-410.40;14.09;53.24;-186.43;-84.58;45.46
0.39;-0.85;0.35;-371.11;19.16;50.63;-193.50;-82.74;46.83
0.04;-1.02;0.40;-375.73;-9.12;85.35;-201.27;-81.37;49.22
-0.02;-1.08;0.65;-334.80;-18.19;163.26;-206.94;-80.19;53.47
0.26;-1.12;0.42;-188.25;62.72;165.43;-209.69;-76.87;58.59
0.23;-1.08;0.10;-204.13;-39.76;83.84;-212.35;-76.61;60.86
0.24;-1.07;0.52;-218.42;-3.99;83.78;-214.98;-75.35;63.12
0.14;-1.06;0.32;-195.49;-5.53;121.15;-217.19;-74.10;66.39
0.14;-1.12;0.47;-139.73;73.95;176.01;-217.90;-70.69;71.32
0.26;-1.09;0.20;-93.08;116.14;139.53;-217.25;-66.55;74.95
-0.05;-0.95;0.18;-91.03;34.78;109.38;-216.85;-64.25;77.90
0.10;-1.00;0.08;-70.07;68.39;144.51;-216.02;-61.19;81.95
0.14;-1.09;0.14;-99.75;34.44;103.59;-217.02;-58.79;85.99
-0.04;-1.01;0.15;-65.20;3.26;36.85;-216.06;-57.48;87.02
-0.04;-1.03;-0.08;12.54;4.90;36.05;-213.26;-56.16;87.99
-0.39;-1.20;0.27;-19.82;34.15;111.68;-210.74;-53.83;91.01
0.21;-1.50;0.06;-76.80;32.46;91.21;-210.15;-52.05;93.47
0.02;-1.31;0.16;-41.69;-50.38;-12.21;-208.70;-52.36;93.14
-0.26;-1.14;0.02;41.38;-14.25;38.28;-204.95;-51.44;94.17
0.01;-1.25;0.16;31.84;61.33;135.81;-201.66;-48.80;97.84
0.19;-1.23;0.36;120.60;72.23;104.78;-195.64;-45.97;100.77
0.09;-1.20;0.41;257.66;40.52;4.54;-185.50;-43.93;100.91
-0.02;-1.22;0.46;354.21;-13.91;-50.18;-173.79;-43.40;99.56
-0.26;-1.07;0.39;467.31;-88.57;-53.20;-159.13;-44.68;98.12
-0.25;-1.17;0.25;501.34;-40.77;4.23;-144.02;-44.66;98.23
0.12;-1.14;0.52;458.27;-35.80;20.13;-130.22;-44.80;98.78
0.24;-0.95;0.67;501.34;-61.22;-15.69;-115.28;-45.69;98.35
0.20;-1.10;0.57;489.64;-112.25;-93.51;-100.63;-47.99;95.74
-0.03;-0.85;0.54;456.98;25.28;-100.96;-87.65;-46.34;93.01
-0.19;-0.71;0.80;440.91;128.76;-44.32;-74.94;-41.86;91.81
0.13;-0.86;0.99;372.98;130.85;-20.03;-62.86;-37.13;91.19
0.45;-0.80;1.17;383.17;116.27;-151.17;-51.99;-33.57;87.11
0.24;-0.93;0.99;376.25;101.74;-286.57;-42.10;-30.44;79.66
0.16;-0.70;0.97;334.68;9.37;-431.54;-32.71;-29.69;67.58
0.54;-0.81;0.97;85.15;19.10;-489.61;-28.29;-28.46;42.12
0.35;-0.88;1.24;117.38;-27.68;-497.90;-25.19;-28.81;28.67
-0.65;-0.35;0.84;102.71;-56.02;-497.90;-22.13;-29.20;14.73
-0.04;-0.23;0.57;66.85;106.56;-369.02;-20.39;-25.84;5.14
0.06;-0.09;0.58;6.48;66.35;-363.89;-19.96;-23.60;-5.05
-0.05;0.11;0.78;29.40;198.94;-273.64;-18.51;-17.02;-13.53
-0.10;-0.06;1.02;-37.60;216.36;-209.95;-19.16;-11.05;-18.99
-0.03;-0.17;1.47;-47.75;118.82;-226.25;-20.22;-7.55;-25.33
-0.10;-0.03;1.57;19.14;53.17;-250.25;-19.33;-5.92;-32.09
-0.11;0.01;1.47;46.95;5.42;-229.31;-17.69;-5.57;-38.28
0.14;-0.05;1.33;60.95;-9.64;-206.74;-15.71;-5.84;-44.07
0.44;-0.12;1.13;90.27;28.82;-212.88;-13.18;-5.37;-49.60
-0.08;-0.14;0.90;70.65;44.61;-233.89;-11.15;-3.95;-56.15
-0.84;0.11;1.19;-4.83;-4.41;-192.96;-10.99;-3.33;-61.36
-0.88;0.14;1.35;11.43;-23.16;-88.12;-10.36;-3.33;-64.00
-0.48;0.24;1.30;53.14;13.54;7.15;-8.54;-2.55;-63.80
-0.33;0.18;1.07;43.06;-11.44;37.67;-7.09;-2.50;-62.78
-0.06;-0.13;1.13;-62.89;-17.67;74.42;-8.74;-2.87;-60.78
0.01;0.12;1.50;-11.52;-31.48;40.48;-8.78;-3.65;-59.68
-0.52;0.47;0.95;62.34;-4.87;130.57;-6.54;-3.31;-56.03
-0.41;-0.08;0.97;-57.43;13.22;258.62;-7.94;-2.47;-49.30
-0.05;0.11;1.49;-12.69;-66.74;240.75;-8.05;-4.22;-42.56
-0.22;0.10;1.05;63.14;-236.92;217.26;-6.19;-9.96;-36.91
0.01;-0.27;0.77;-3.02;-135.77;341.50;-6.54;-13.89;-26.33
0.31;-0.23;1.11;-6.10;-18.49;344.57;-6.76;-14.38;-16.68
0.03;-0.13;1.23;35.18;-118.43;305.36;-5.81;-17.25;-8.43
0.35;-0.11;0.86;59.43;-106.64;290.11;-4.23;-20.12;-0.60
0.71;-0.18;0.80;12.63;-23.36;209.75;-3.93;-21.08;5.27
0.64;-0.06;0.96;-63.72;-78.74;46.30;-5.52;-23.31;6.48
0.73;-0.13;0.89;-122.25;87.94;-30.88;-8.85;-21.14;5.61
0.30;0.06;0.99;-133.11;143.13;-69.95;-12.28;-17.11;3.65
0.11;0.05;1.09;-214.91;107.43;-96.38;-17.46;-14.14;1.15
-0.14;-0.04;1.41;-298.25;-18.81;-52.30;-26.20;-14.32;-0.47
-0.12;-0.19;1.48;-283.58;-32.11;42.94;-33.59;-14.83;0.73
-0.05;-0.19;1.35;-277.84;3.02;105.90;-40.16;-14.42;3.48
0.12;-0.29;1.03;-314.30;74.97;142.40;-47.95;-12.25;7.33
-0.10;-0.59;0.96;-383.05;-36.60;125.32;-58.08;-12.94;10.83
-0.09;-0.84;0.83;-458.71;12.97;144.08;-69.46;-12.29;14.58
0.42;-1.18;1.09;-499.20;75.25;54.04;-82.53;-10.18;16.09
0.24;-0.70;1.37;-405.31;44.97;-39.51;-91.67;-8.97;15.07
0.04;-0.41;0.81;-209.03;-53.97;-80.38;-96.09;-10.31;12.82
-0.20;-0.61;0.25;-243.17;-49.42;-11.00;-102.63;-11.34;12.48
0.13;-0.87;0.27;-366.92;8.21;43.03;-111.59;-11.03;13.64
0.25;-0.84;0.46;-371.23;41.14;29.87;-120.19;-9.94;14.44
0.19;-0.88;0.60;-327.82;0.39;22.75;-127.74;-9.87;15.08
0.08;-0.80;0.47;-262.88;34.97;5.84;-132.98;-8.86;15.23
-0.03;-0.76;0.14;-241.06;137.04;20.11;-138.48;-4.88;15.80
-0.05;-0.87;0.31;-277.24;100.21;29.72;-144.40;-2.08;16.60
-0.15;-0.85;0.10;-239.61;145.04;61.41;-149.33;1.98;18.26
0.23;-1.02;0.28;-222.98;96.70;43.81;-156.36;5.53;20.01
-0.01;-0.90;0.17;-126.21;46.65;-35.26;-158.27;6.71;19.02
-0.09;-1.07;-0.05;-96.50;76.84;-35.86;-159.41;8.71;18.05
-0.07;-1.28;0.11;-107.79;39.34;-52.88;-160.61;9.60;16.68
-0.14;-1.32;0.22;-58.51;-13.73;-33.87;-160.50;9.13;15.73
-0.05;-1.18;0.14;40.16;-13.82;-14.79;-157.88;8.64;15.34
0.03;-1.16;0.01;83.67;-48.64;-27.75;-154.19;7.10;14.57
0.01;-1.18;-0.01;77.50;-71.53;-25.81;-150.86;5.06;13.87
0.05;-1.12;0.17;68.28;-36.06;37.78;-146.01;3.11;15.80
0.04;-1.03;0.30;87.89;14.10;47.67;-141.77;3.46;17.32
-0.01;-1.00;0.28;101.53;42.07;37.09;-137.73;4.51;18.32
-0.09;-0.96;0.34;100.43;0.32;35.35;-133.64;4.51;19.28
-0.19;-0.93;0.33;120.34;-37.70;34.78;-128.88;3.56;20.25
-0.26;-1.04;0.39;97.50;-89.51;48.74;-124.98;1.41;21.52
-0.28;-1.12;0.66;79.70;-159.48;80.62;-121.29;-2.81;23.78
-0.15;-1.19;0.72;170.36;-238.86;81.67;-115.60;-8.75;25.90
-0.42;-1.01;0.70;307.92;-306.92;74.80;-105.68;-16.72;28.00
-0.65;-1.05;0.74;291.58;-501.25;93.07;-96.59;-29.25;30.51
-0.68;-0.97;0.73;375.56;-501.25;212.31;-84.68;-42.47;36.67
-0.55;-1.02;0.47;501.11;-411.44;372.07;-71.12;-51.70;46.34
-0.29;-0.99;0.33;494.04;-280.78;499.14;-57.29;-58.13;60.31
0.13;-0.94;0.11;405.35;-200.35;468.62;-47.34;-62.21;72.50
0.11;-0.76;0.59;234.92;-356.69;318.07;-41.12;-70.49;81.09
-0.33;-0.60;0.87;195.64;-453.64;215.12;-35.47;-81.28;87.11
-0.55;-0.65;0.81;243.76;-319.74;293.29;-29.06;-87.38;94.74
-0.12;-0.74;1.08;314.63;-27.42;411.70;-20.47;-86.31;106.26
-0.03;-0.56;0.86;307.35;-60.06;334.40;-12.28;-86.21;115.63
-0.10;-0.47;0.71;185.47;-31.24;277.91;-7.18;-85.31;123.96
-0.24;-0.46;0.89;56.27;-122.23;217.32;-6.00;-86.64;129.83
-0.14;-0.52;1.22;41.87;-96.81;198.65;-5.18;-87.38;135.19
0.10;-0.61;1.32;58.07;-72.95;150.25;-4.01;-87.62;139.25
0.07;-0.59;1.25;99.76;-78.95;67.65;-1.77;-87.99;141.08
-0.20;-0.54;1.12;97.55;-122.08;23.38;0.49;-89.45;141.73
-0.10;-0.47;1.24;117.78;-55.09;37.04;3.10;-89.00;142.70
0.05;-0.38;1.23;181.09;-17.44;9.61;7.68;-87.73;142.96
0.08;-0.36;1.07;188.97;-23.77;-36.93;11.99;-86.64;142.00
-0.07;-0.28;1.11;152.72;-58.89;-97.66;16.12;-86.64;138.98
-0.29;-0.17;1.10;143.47;-62.11;-67.63;19.60;-86.36;137.08
-0.04;-0.15;1.05;138.27;36.64;-12.41;22.71;-83.62;136.75
0.15;-0.08;1.12;114.68;23.88;-48.39;25.22;-81.46;135.44
-0.07;-0.02;1.14;77.61;-52.17;-68.56;26.83;-81.19;133.52
-0.10;0.04;1.15;68.68;-25.30;-23.49;28.08;-80.12;132.91
0.07;0.08;1.08;65.08;23.85;2.42;29.38;-77.94;132.98
0.22;0.03;1.08;17.72;37.07;-8.28;29.29;-75.62;132.76
0.14;-0.02;1.28;-28.39;25.23;-33.08;27.94;-73.57;131.86
0.06;-0.10;1.47;-35.75;-12.37;-59.80;26.22;-72.52;130.01
0.00;-0.10;1.54;-6.98;-12.66;-84.64;25.44;-71.40;127.72
0.07;-0.06;1.33;26.22;55.20;-97.46;25.58;-68.57;125.09
-0.00;-0.08;1.30;16.45;68.15;-140.80;25.43;-65.40;121.29
-0.17;-0.08;1.47;32.95;-172.40;-210.94;25.77;-68.69;115.38
-0.17;-0.15;1.38;84.51;-196.78;-208.62;27.29;-72.20;109.96
-0.21;-0.04;1.47;161.41;-204.14;-192.22;31.15;-76.20;104.58
-0.38;0.12;0.84;243.56;-42.03;-65.93;37.08;-75.36;102.80
0.34;0.13;0.65;147.69;14.78;-13.98;40.40;-73.94;102.42
0.31;0.08;0.79;27.00;-218.14;-174.10;40.50;-79.48;97.02
-0.32;0.20;1.11;-0.59;-333.65;-168.27;39.83;-86.44;92.48
-0.04;0.19;1.13;52.43;-171.22;-69.41;40.61;-89.20;90.61
0.23;0.24;1.17;93.58;-132.52;-73.87;42.46;-91.11;88.61
0.17;0.31;0.84;120.89;-42.81;-44.57;45.04;-90.55;87.45
0.32;0.37;0.60;67.69;-3.22;-33.37;46.36;-89.20;86.55
0.32;0.41;0.54;-22.45;58.76;-31.20;45.36;-86.23;85.71
0.25;0.44;0.51;-83.11;103.37;-3.63;42.93;-82.16;85.61
0.13;0.33;0.88;-146.21;80.90;21.47;38.57;-78.51;86.19
0.22;0.22;1.01;-123.93;88.26;43.12;34.35;-74.54;87.49
0.30;0.07;1.04;-146.45;134.82;26.20;29.85;-69.79;88.20
0.24;0.13;1.14;-148.22;89.72;-25.12;25.43;-66.24;87.52
-0.03;0.04;1.20;-129.09;89.25;-5.86;18.51;-60.42;87.22
0.18;0.00;1.40;-114.86;10.32;-19.66;14.99;-59.07;86.67
0.20;-0.08;1.38;-49.90;-27.50;-45.06;13.36;-58.75;85.50
0.08;0.01;1.26;3.96;-20.64;-47.31;13.21;-58.21;84.17
0.04;0.02;1.11;11.63;-5.21;-19.03;13.28;-57.23;83.66
0.21;0.05;1.22;13.35;-35.53;-17.98;13.41;-57.21;83.17
0.14;0.06;1.11;28.74;-14.34;-27.90;14.32;-56.77;82.06
0.10;0.08;1.07;21.75;-1.28;-25.87;14.68;-55.77;81.36
0.03;0.11;1.10;-1.61;5.11;-17.20;14.46;-54.55;80.89
0.06;0.07;1.22;-14.91;-13.38;-12.94;13.84;-53.86;80.54
0.05;0.02;1.34;-8.27;-24.99;-17.66;13.35;-53.51;80.05
0.05;0.01;1.41;33.26;-61.67;-15.80;13.93;-54.06;79.64
0.17;0.02;1.50;99.69;-77.54;-41.32;16.41;-55.23;78.48
0.06;-0.10;1.43;145.70;-111.70;-39.61;19.85;-57.13;77.41
0.47;-0.12;1.64;192.42;-152.20;-70.48;24.48;-60.31;75.51
0.39;-0.02;1.51;317.84;-260.49;-199.06;33.64;-67.31;69.34
-0.06;0.37;0.73;374.82;-22.38;-122.13;43.39;-66.50;66.04
0.12;0.50;0.54;243.56;70.73;-61.74;49.48;-63.50;64.44
0.10;0.58;0.85;161.52;-18.55;-91.72;53.39;-62.80;61.96
0.12;0.47;1.11;209.56;27.25;-73.51;58.29;-60.91;59.97
0.33;0.43;0.81;296.07;190.59;-51.35;65.07;-55.14;58.64
0.27;0.31;0.63;253.75;194.15;-97.51;70.87;-49.22;56.01
0.03;0.52;0.82;255.82;192.29;-78.32;76.60;-43.36;53.97
0.18;0.51;0.68;337.79;226.91;-60.91;84.62;-36.66;52.33
0.33;0.55;0.38;344.31;225.71;-121.86;94.14;-29.47;48.55
-0.12;0.71;0.29;314.92;206.90;-134.77;101.79;-23.27;44.91
-0.17;0.77;0.44;247.93;155.16;-105.66;107.35;-18.54;42.06
-0.15;0.82;0.52;218.40;199.63;-92.57;112.20;-12.56;39.46
-0.30;0.94;0.61;207.47;127.14;-88.80;116.16;-8.85;37.16
-0.48;0.99;0.47;159.93;58.70;-56.22;118.99;-6.76;35.64
-0.35;1.09;0.19;124.91;62.70;-4.03;121.32;-4.60;35.52
-0.32;1.01;0.04;0.82;-66.78;-48.56;120.32;-5.87;34.26
-0.55;1.13;0.34;-146.56;-57.57;38.85;115.07;-6.86;35.31
-0.26;1.11;0.65;-127.87;-50.78;49.15;109.89;-8.10;36.83
-0.43;1.11;0.33;-224.63;-124.69;26.28;103.08;-10.78;37.52
-0.63;0.95;0.47;-422.53;-230.77;110.49;90.24;-16.41;40.61
-0.30;0.75;0.57;-494.83;-169.90;217.23;76.15;-20.32;46.48
0.07;0.67;0.45;-499.20;-73.93;248.31;62.96;-21.87;52.93
