ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
-0.35;-0.81;1.33;-32.53;8.97;33.77;0.39;4.20;16.34
-0.30;-1.07;1.31;-5.69;32.88;30.41;-0.44;5.13;17.16
-0.30;-1.08;1.49;25.88;-8.95;24.56;-0.34;4.92;17.85
-0.56;-0.93;1.25;44.39;-10.10;32.61;0.26;4.85;18.69
-0.49;-0.83;1.21;7.23;-58.16;74.65;-0.08;3.49;20.71
0.01;-0.75;1.09;6.68;-43.69;52.64;-0.59;2.30;22.08
0.32;-0.63;1.08;-2.51;-30.19;-0.81;-1.13;1.25;22.06
0.29;-0.36;1.04;-3.28;-15.55;-62.81;-1.50;0.58;20.36
-0.03;-0.03;0.99;20.30;3.38;-73.00;-0.93;0.69;18.24
-0.18;0.21;1.12;28.68;36.73;-55.04;0.06;1.84;16.70
-0.13;0.35;0.95;40.13;70.09;-21.55;1.48;3.77;16.12
0.05;0.38;0.90;2.62;66.64;-15.56;1.95;5.35;15.72
0.17;0.36;1.18;-35.83;-3.03;-43.17;1.26;5.04;14.55
0.15;0.29;1.22;-13.11;-26.57;-84.17;1.13;4.12;12.28
-0.11;0.28;1.10;-12.76;-15.14;-77.91;1.05;3.74;10.25
-0.05;0.24;1.17;-14.06;-5.46;-46.01;0.87;3.56;9.01
0.03;0.15;1.14;8.54;-21.58;-50.25;1.21;2.92;7.70
-0.18;0.18;0.98;7.15;3.83;-36.62;1.56;3.13;6.71
-0.16;0.14;1.05;-20.28;8.94;-6.07;1.06;3.49;6.53
-0.10;0.11;1.12;-22.88;0.07;3.78;0.56;3.52;6.63
-0.07;0.08;1.13;-17.48;0.76;7.72;0.16;3.53;6.84
-0.06;0.02;1.07;-3.17;9.87;13.23;0.09;3.79;7.20
-0.04;-0.02;1.14;-6.04;9.83;14.96;-0.09;4.00;7.59
-0.08;-0.05;1.15;0.23;17.54;14.70;-0.12;4.47;7.98
-0.13;-0.06;1.17;2.10;20.89;17.58;-0.11;5.05;8.46
-0.08;-0.08;1.18;-0.31;10.60;15.48;-0.19;5.29;8.86
-0.04;-0.10;1.16;-1.84;7.81;10.41;-0.33;5.43;9.14
-0.06;-0.11;1.20;-7.64;-5.85;2.07;-0.63;5.22;9.20
-0.08;-0.10;1.23;1.62;-0.42;4.94;-0.65;5.17;9.34
0.00;-0.11;1.20;7.36;4.73;-1.27;-0.54;5.20;9.31
-0.03;-0.09;1.11;10.23;12.33;-15.49;-0.36;5.43;8.91
-0.13;-0.04;1.13;3.67;15.22;-15.97;-0.29;5.85;8.47
-0.14;0.00;1.19;7.78;15.66;-6.91;-0.07;6.30;8.28
-0.13;-0.01;1.12;9.84;5.00;-10.01;0.18;6.43;8.02
-0.11;-0.01;1.10;-8.74;-16.51;1.86;-0.07;5.98;8.07
-0.09;-0.03;1.17;-11.41;-14.97;-2.04;-0.39;5.55;8.02
-0.08;-0.02;1.17;2.75;-3.20;-0.88;-0.33;5.44;7.99
-0.07;-0.03;1.15;13.26;4.21;-2.77;-0.00;5.51;7.92
-0.10;-0.01;1.09;4.97;6.88;-1.15;0.13;5.72;7.88
-0.09;-0.01;1.17;-1.64;2.27;-2.97;0.08;5.75;7.81
-0.12;-0.02;1.19;5.29;-1.82;-2.54;0.20;5.70;7.74
-0.13;-0.02;1.18;6.11;0.06;5.11;0.34;5.71;7.88
-0.12;-0.02;1.16;4.45;-0.56;1.84;0.44;5.70;7.92
-0.10;-0.02;1.16;6.07;3.41;4.88;0.57;5.77;8.06
-0.08;-0.02;1.14;4.14;7.34;1.99;0.65;5.91;8.11
-0.05;-0.03;1.14;1.58;-1.79;1.26;0.65;5.80;8.14
-0.09;-0.02;1.14;-3.80;-1.50;3.31;0.52;5.73;8.23
-0.03;-0.03;1.17;-1.96;0.51;0.16;0.43;5.65;8.24
-0.08;-0.01;1.14;4.56;5.09;-4.55;0.61;5.83;8.04
-0.06;-0.01;1.12;-5.05;1.81;-1.03;0.45;5.82;8.01
-0.03;-0.03;1.16;-7.67;-2.60;-8.83;0.21;5.67;7.77
-0.22;-0.02;1.15;18.31;23.84;-7.15;1.16;7.03;7.39
-0.22;-0.00;1.11;25.35;23.17;6.51;1.78;7.70;7.56
-0.10;-0.03;1.07;4.97;0.64;13.98;1.85;7.68;7.93
-0.09;-0.02;1.10;-12.13;-11.06;2.91;1.48;7.32;8.01
-0.10;-0.02;1.18;-6.83;-5.64;-5.10;1.24;7.12;7.88
-0.13;-0.01;1.15;2.42;9.55;2.32;1.28;7.35;7.94
-0.05;-0.02;1.15;1.69;-1.33;7.52;1.28;7.22;8.14
-0.02;-0.02;1.14;-9.26;-4.11;-1.88;0.96;6.98;8.08
-0.03;-0.00;1.18;-7.72;-7.62;-3.59;0.73;6.67;7.99
-0.03;0.00;1.21;0.30;-5.35;-7.75;0.73;6.43;7.78
-0.08;0.02;1.14;6.23;-2.57;-8.74;0.89;6.31;7.55
-0.09;0.04;1.11;-10.51;-4.49;-1.75;0.63;6.15;7.50
-0.07;0.03;1.19;-15.57;-7.90;-0.89;0.25;5.89;7.48
-0.04;0.05;1.22;-11.96;-4.94;-1.50;-0.03;5.68;7.44
0.01;0.08;1.17;-18.36;-16.20;4.53;-0.44;5.13;7.56
0.20;0.11;1.16;-20.67;-19.29;16.30;-0.87;4.36;7.99
0.36;0.12;1.24;-31.11;-22.59;-4.88;-1.58;3.38;7.85
0.29;0.17;1.22;-8.59;-29.96;-28.36;-1.68;2.17;6.98
0.16;0.20;1.14;-10.53;-33.61;-20.88;-1.75;1.13;6.43
0.29;0.11;1.33;-22.04;-37.41;-22.66;-2.24;-0.14;5.80
0.15;0.06;1.20;12.71;-25.29;-27.44;-1.80;-0.94;5.06
0.07;-0.06;1.17;14.71;-11.70;-8.80;-1.45;-1.28;4.83
0.07;-0.24;1.06;34.54;-15.82;-31.46;-0.72;-1.75;3.95
-0.41;-0.27;1.05;11.35;-5.93;-57.73;-0.62;-1.53;2.45
-0.78;-0.29;0.93;-3.40;-39.23;-30.42;-0.89;-1.88;1.63
-0.54;-0.43;0.87;-17.60;15.95;-35.59;-1.68;-0.97;0.66
-0.85;-0.46;1.19;19.32;48.39;-32.25;-1.41;0.82;-0.17
-0.76;-0.50;1.00;23.99;38.13;-25.96;-0.97;2.50;-0.98
-0.83;-0.43;1.11;-21.90;20.50;2.25;-1.80;3.58;-0.92
-0.57;-0.47;1.27;-29.98;12.74;23.41;-2.82;4.20;-0.31
-0.46;-0.36;1.25;21.01;29.55;-3.39;-2.45;5.21;-0.40
-0.77;-0.11;0.90;8.71;4.19;17.80;-2.23;5.97;0.10
-0.30;-0.03;1.06;-58.50;-14.05;86.86;-3.71;5.79;2.36
0.42;-0.04;1.29;-33.03;-15.82;49.41;-4.54;4.91;3.69
0.38;0.08;1.08;-29.58;-43.88;0.54;-5.20;3.24;3.71
0.48;0.20;1.10;-46.16;-8.81;10.41;-6.13;2.54;3.98
0.56;0.20;1.29;4.52;32.83;-8.83;-5.76;2.95;3.74
0.28;0.21;1.30;21.98;9.41;-13.65;-4.85;2.96;3.33
0.09;0.16;1.25;39.33;-5.78;-5.78;-3.57;2.68;3.17
0.05;0.09;1.09;27.33;2.53;7.63;-2.69;2.64;3.38
-0.00;0.01;1.10;0.25;5.09;15.09;-2.62;2.73;3.77
0.10;-0.03;1.14;-20.91;-7.06;15.61;-3.15;2.39;4.19
0.22;-0.09;1.20;-16.73;-31.56;-17.01;-3.60;1.32;3.74
-0.07;-0.04;1.21;-5.43;-25.90;-27.15;-3.71;0.69;3.03
-0.09;-0.01;1.21;1.53;-10.52;1.55;-3.60;0.47;3.07
0.04;-0.04;1.24;20.98;-0.83;-6.34;-3.01;0.41;2.90
-0.10;0.03;1.03;25.64;-1.40;-15.43;-2.26;0.47;2.50
-0.08;0.01;1.05;-18.67;-19.64;2.39;-2.78;-0.06;2.57
-0.06;-0.05;1.23;-21.09;-20.17;6.53;-3.34;-0.55;2.76
-0.03;-0.07;1.27;-6.09;-15.58;2.35;-3.49;-0.91;2.82
-0.07;-0.08;1.22;10.13;-12.22;2.71;-3.23;-1.15;2.89
-0.07;-0.09;1.09;12.37;4.30;8.09;-2.94;-0.96;3.10
-0.03;-0.12;1.07;3.90;2.56;15.09;-2.90;-0.84;3.51
0.01;-0.16;1.10;-8.07;2.96;11.93;-3.22;-0.75;3.84
0.01;-0.19;1.14;-1.98;-8.27;3.96;-3.40;-0.95;3.95
0.01;-0.21;1.12;1.72;-5.73;3.11;-3.49;-1.09;4.03
-0.02;-0.24;1.15;1.17;-21.91;-3.68;-3.62;-1.65;3.93
-0.10;-0.44;1.13;-11.02;-20.65;-14.78;-4.51;-2.62;3.14
-0.07;-0.56;1.19;-1.48;-16.94;-12.23;-4.93;-2.98;2.80
0.08;-0.65;1.11;6.75;-3.44;-21.20;-5.23;-3.07;2.23
-0.03;-0.71;1.29;-7.54;-19.73;-62.08;-5.90;-3.53;0.49
-0.16;-0.59;1.26;13.18;19.31;-61.41;-5.90;-2.87;-1.11
-0.06;-0.42;1.08;53.53;87.95;-53.70;-4.76;-0.44;-2.56
0.25;-0.35;0.93;11.65;16.70;-98.01;-4.68;-0.20;-5.30
0.09;-0.19;0.97;-49.84;-25.50;-139.21;-6.05;-0.93;-8.92
0.02;-0.06;1.14;-76.42;-33.64;-133.36;-8.09;-1.86;-12.65
0.03;0.06;1.40;-36.67;14.65;-158.16;-8.99;-1.40;-17.56
-0.07;0.20;1.35;34.19;30.39;-157.52;-7.78;-0.55;-21.65
-0.19;0.31;1.04;52.75;31.55;-137.97;-5.94;0.46;-25.38
-0.15;0.47;1.15;8.77;-5.55;-104.71;-5.19;0.41;-28.20
-0.15;0.57;1.14;22.19;-12.97;-97.81;-4.05;0.17;-30.75
-0.26;0.64;1.06;16.30;-17.50;-64.55;-3.00;-0.14;-32.55
-0.26;0.68;1.09;-1.72;-2.60;-16.51;-2.45;-0.04;-32.98
-0.15;0.69;1.20;13.10;-14.97;17.32;-1.50;-0.36;-32.50
-0.20;0.73;1.18;39.23;2.22;52.53;0.13;-0.17;-31.08
-0.18;0.67;0.94;7.10;-14.28;98.42;1.02;-0.60;-27.14
-0.18;0.61;1.21;-26.42;-40.88;116.12;0.81;-1.52;-24.12
-0.13;0.47;1.33;28.17;-22.65;127.81;1.89;-2.01;-20.67
-0.06;0.31;1.17;50.88;-8.16;135.48;3.48;-2.14;-17.02
-0.04;0.13;1.21;57.85;4.93;122.59;5.01;-1.93;-13.83
-0.16;-0.06;1.06;75.29;20.28;127.89;6.84;-1.19;-10.38
-0.11;-0.30;0.98;51.52;13.49;124.44;7.76;-0.71;-7.02
-0.05;-0.45;1.07;28.57;9.86;116.36;7.92;-0.40;-3.87
-0.06;-0.52;1.08;15.21;-3.35;90.82;7.68;-0.44;-1.42
-0.08;-0.50;1.05;-1.67;4.39;85.83;7.00;-0.26;0.81
0.03;-0.46;1.12;-2.30;43.75;63.69;6.35;1.06;2.78
0.04;-0.36;1.15;-4.70;39.86;30.04;5.77;2.06;3.59
-0.02;-0.24;1.16;-7.72;35.02;18.91;5.23;2.93;4.09
0.02;-0.20;1.14;-7.12;38.76;8.76;4.74;3.87;4.32
0.05;-0.16;1.20;-16.88;27.84;-8.74;4.03;4.52;4.08
-0.02;-0.14;1.21;-16.94;20.86;-23.20;3.39;4.98;3.48
-0.04;-0.12;1.23;-8.45;22.91;-21.39;3.00;5.52;2.90
0.01;-0.08;1.20;4.33;25.87;-27.06;2.97;6.09;2.17
-0.10;-0.04;1.18;-1.49;12.62;-36.98;2.84;6.39;1.17
-0.11;0.02;1.22;0.30;25.63;-27.99;2.81;7.04;0.41
-0.14;0.07;1.41;-0.54;24.24;-20.81;2.79;7.72;-0.21
-0.09;0.06;1.61;-4.56;-18.16;-6.81;2.65;7.15;-0.40
0.04;0.07;1.85;-2.56;12.30;-7.99;2.57;7.31;-0.62
-0.06;0.08;1.94;30.16;45.78;-45.35;3.34;8.37;-1.80
-0.54;0.13;1.85;-77.75;-40.17;2.74;1.27;7.44;-1.72
0.00;-0.06;2.00;-85.02;-80.54;61.86;-1.03;5.16;-0.05
0.01;-0.06;2.00;23.61;-105.30;18.36;-0.45;2.37;0.42
-0.38;0.02;1.95;15.65;-126.42;28.22;-0.01;-0.81;1.18
-0.29;0.07;1.59;35.90;-123.47;59.28;1.01;-3.98;2.84
-0.09;0.06;1.34;21.41;-132.69;63.80;1.59;-7.20;4.50
0.33;-0.04;1.13;-12.16;-156.72;43.55;1.16;-12.14;5.85
0.26;-0.11;1.10;-18.44;-140.07;-25.39;0.57;-15.71;5.19
-0.27;-0.06;0.74;-15.61;-177.24;-26.17;0.07;-19.88;4.46
-0.08;-0.12;0.97;-61.06;-235.53;-23.87;-1.69;-25.63;3.82
0.03;-0.10;0.77;64.97;-176.39;-11.81;-0.08;-29.82;3.50
0.04;-0.13;0.19;108.22;-98.05;-13.99;2.21;-31.96;3.12
0.01;-0.01;0.09;37.40;-86.71;9.45;3.07;-33.84;3.38
0.00;0.03;0.11;27.64;-71.98;1.00;4.00;-35.01;3.41
0.28;-0.05;-0.11;35.09;-43.43;23.15;4.53;-37.52;4.04
0.16;-0.03;0.18;-68.79;-74.97;-49.85;0.62;-41.54;1.29
0.01;0.03;0.38;-16.76;26.39;19.63;0.23;-39.99;1.86
0.44;-0.12;0.43;9.96;50.21;26.27;0.34;-38.63;2.57
0.61;-0.11;0.48;16.39;41.20;-10.95;0.63;-37.73;2.29
0.44;-0.06;0.39;21.12;35.63;-38.49;1.11;-36.88;1.21
0.18;0.02;0.46;37.12;56.02;-32.20;2.08;-35.13;0.37
0.04;0.05;0.50;30.48;101.92;-18.48;2.95;-31.82;-0.13
0.13;0.06;0.60;41.18;168.88;4.44;4.11;-26.77;-0.00
0.28;0.06;0.63;42.34;162.22;-37.76;5.18;-22.54;-0.98
-0.29;0.18;0.53;-29.64;104.36;-64.43;4.55;-18.88;-2.72
-0.29;0.17;1.15;-57.77;146.73;66.86;2.83;-13.80;-0.65
0.48;-0.04;1.24;28.43;187.70;44.42;3.50;-8.96;0.55
0.23;-0.02;0.96;11.75;105.61;-60.40;3.72;-6.26;-1.08
-0.31;0.18;1.11;-122.94;40.99;-31.07;0.54;-4.77;-1.92
-0.09;0.07;1.70;-47.90;117.63;8.94;-0.70;-1.51;-1.68
-0.07;0.02;1.62;-18.33;95.29;-11.78;-1.15;1.09;-2.00
-0.28;0.02;1.68;-120.60;65.26;9.22;-4.31;2.98;-1.75
0.10;-0.08;2.00;-59.77;100.65;26.57;-5.85;5.53;-1.03
0.06;-0.08;2.00;12.23;118.44;-12.22;-5.45;8.52;-1.36
-0.21;0.04;1.69;10.16;116.79;8.25;-5.02;11.92;-1.11
-0.06;-0.04;1.80;-69.31;16.39;34.42;-6.84;12.17;-0.15
0.10;-0.13;1.92;-62.50;-32.04;3.20;-8.43;11.02;-0.06
-0.03;-0.12;1.69;-0.94;-3.82;-3.93;-8.37;10.72;-0.17
0.01;-0.11;1.41;55.18;58.39;4.35;-6.77;12.10;-0.04
-0.04;-0.05;1.15;36.27;14.01;4.54;-5.72;12.27;0.08
-0.07;-0.01;1.03;-14.70;-11.98;-9.44;-5.99;11.80;-0.17
-0.16;0.01;1.17;-24.97;1.83;3.45;-6.55;11.77;-0.07
-0.07;-0.05;1.22;-8.15;-7.33;9.90;-6.68;11.41;0.20
-0.09;-0.09;1.21;3.53;-6.48;-6.11;-6.54;11.09;0.04
-0.12;-0.10;1.15;11.40;-1.56;-7.67;-6.16;10.93;-0.19
-0.06;-0.11;1.13;6.63;6.13;-4.55;-5.96;10.94;-0.32
-0.07;-0.07;1.10;17.26;6.93;-15.97;-5.47;10.97;-0.74
-0.24;-0.03;1.04;11.91;0.25;-3.17;-5.07;11.01;-0.82
-0.14;-0.03;1.03;-25.41;-21.35;12.80;-5.67;10.37;-0.48
0.03;-0.07;1.11;-36.80;-24.75;-2.98;-6.60;9.49;-0.56
-0.03;-0.06;1.16;-18.99;3.58;-11.09;-7.05;9.42;-0.87
-0.07;-0.06;1.10;-12.16;14.89;-9.82;-7.28;9.69;-1.12
0.01;-0.08;1.15;-26.97;-15.21;-14.95;-7.93;9.08;-1.53
-0.13;-0.07;1.16;-9.37;-11.29;-16.25;-8.21;8.57;-2.19
-0.03;-0.12;1.12;-12.16;-4.80;-13.44;-8.49;8.30;-2.55
0.01;-0.12;1.16;-32.57;-33.12;-29.38;-9.30;7.25;-3.35
-0.12;-0.09;1.17;-36.60;-37.53;-35.18;-10.17;6.22;-4.30
-0.12;-0.01;1.23;-14.22;10.45;-13.14;-10.35;6.48;-4.65
0.02;0.12;1.19;1.93;4.30;-12.14;-9.97;6.44;-4.98
-0.04;0.40;1.07;-17.05;-16.69;-15.00;-9.83;5.91;-5.39
-0.10;0.74;1.35;-59.34;-13.07;28.06;-10.60;5.51;-4.66
0.01;0.86;1.58;17.56;12.73;59.38;-9.36;5.73;-3.05
-0.22;0.82;1.22;89.94;16.44;75.05;-6.20;6.18;-1.03
-0.41;0.59;0.92;55.26;-12.89;134.24;-3.98;5.98;3.00
-0.09;0.17;0.68;46.52;-1.76;173.66;-2.41;5.93;7.69
0.14;-0.22;0.88;5.43;2.88;163.14;-2.46;5.75;12.09
-0.09;-0.60;1.13;38.56;33.20;117.99;-1.91;6.57;15.28
-0.49;-0.79;1.05;25.65;81.66;120.54;-1.74;8.89;18.54
-0.30;-0.97;1.56;-56.36;-38.30;116.67;-3.69;7.87;21.57
-0.15;-1.03;1.76;53.58;12.41;83.66;-2.76;8.11;23.83
-0.16;-0.99;1.17;112.89;52.96;65.05;-0.45;9.43;25.58
-0.23;-0.85;1.02;63.15;42.96;65.74;0.54;10.52;27.36
-0.06;-0.86;1.20;-79.66;-71.61;16.83;-4.53;6.41;28.30
-0.13;-0.92;1.34;-57.02;-57.56;-30.57;-6.65;4.77;27.45
-0.23;-0.85;1.27;-12.83;-12.56;-74.75;-7.44;4.47;25.43
-0.20;-0.67;1.01;42.02;20.47;-106.31;-6.76;5.06;22.56
-0.29;-0.41;0.91;-8.96;-0.20;-121.70;-7.23;5.20;19.39
-0.18;-0.19;1.05;-55.98;-35.29;-152.25;-8.73;4.33;15.28
-0.45;0.14;1.02;-49.73;-16.01;-140.49;-9.81;4.23;11.35
-0.20;0.45;1.08;-42.44;-2.39;-90.40;-10.31;4.23;9.00
0.20;0.51;1.13;-30.33;13.83;-109.26;-10.51;4.39;5.94
-0.18;0.60;0.98;-69.63;-39.46;-154.77;-11.53;3.42;1.91
-0.20;0.60;1.30;-120.31;-52.40;-112.62;-14.52;1.88;-1.58
0.20;0.47;1.38;-41.03;6.77;-106.77;-15.02;1.91;-4.57
0.32;0.40;1.15;0.04;17.86;-115.43;-14.41;2.09;-7.57
0.30;0.39;1.14;-26.45;10.89;-100.69;-14.53;2.11;-10.29
0.44;0.35;1.43;-27.09;-25.11;-75.53;-14.74;1.12;-12.33
0.51;0.23;1.44;12.25;-44.20;-76.97;-14.00;-0.37;-14.33
0.22;0.23;1.34;58.57;-9.76;-57.70;-12.00;-0.78;-15.88
0.28;0.16;1.21;55.56;-27.87;0.82;-10.16;-1.73;-15.86
0.39;-0.04;1.02;38.48;-33.29;-6.45;-8.98;-2.98;-16.04
-0.38;0.03;0.95;18.40;-22.02;-33.58;-8.21;-3.17;-17.08
-0.17;-0.00;1.00;-19.02;-10.02;36.39;-8.55;-3.18;-16.09
0.08;-0.23;1.15;11.43;19.72;-10.17;-8.30;-2.66;-16.37
-0.31;-0.18;1.08;22.89;2.79;-46.19;-7.67;-2.26;-17.62
-0.63;-0.08;0.97;18.22;39.40;-11.43;-7.10;-0.55;-17.93
-0.33;-0.22;1.03;17.07;30.56;-4.74;-6.69;0.56;-18.05
-0.44;-0.12;1.00;11.14;85.51;-17.72;-6.35;3.32;-18.55
-0.48;0.06;1.08;-43.87;63.66;8.99;-7.30;5.33;-18.32
-0.39;0.21;1.41;-47.43;28.33;32.15;-8.27;6.24;-17.45
-0.01;0.30;1.59;28.14;30.10;87.32;-7.07;7.01;-14.83
0.43;0.40;1.38;74.81;18.62;34.21;-4.77;7.07;-13.94
0.23;0.57;1.01;30.48;-4.75;-15.58;-3.38;6.64;-14.36
-0.13;0.57;1.10;-30.68;-56.20;42.90;-3.65;5.05;-13.16
0.34;0.21;1.09;-14.22;-40.14;39.45;-3.77;3.63;-12.13
-0.12;0.03;1.13;-19.83;-34.78;7.34;-4.21;2.72;-11.93
-0.30;-0.18;1.18;-49.98;-69.91;72.30;-5.59;1.06;-9.97
-0.06;-0.37;1.19;41.90;36.85;69.37;-4.74;2.02;-8.17
-0.21;-0.51;0.91;68.33;49.73;52.06;-3.33;3.46;-6.77
-0.45;-0.60;0.98;-14.77;29.66;50.25;-4.09;4.46;-5.46
-0.31;-0.74;0.98;4.97;45.64;51.20;-4.45;5.97;-3.87
-0.26;-0.74;0.90;-35.83;58.57;32.54;-5.97;7.58;-2.99
-0.37;-0.62;1.29;-39.92;56.44;13.58;-7.31;9.14;-2.63
-0.52;-0.50;1.35;5.96;41.35;15.78;-7.31;10.37;-2.20
-0.58;-0.36;1.33;40.07;45.43;12.70;-6.31;11.74;-1.86
-0.54;-0.37;1.39;62.91;29.02;6.83;-4.80;12.58;-1.68
-0.61;-0.20;1.33;57.20;10.71;22.10;-3.31;13.05;-1.08
-0.36;0.03;1.43;25.56;33.99;42.91;-2.52;13.99;0.12
0.13;-0.07;1.23;-7.11;-66.88;39.43;-2.71;11.90;1.14
0.07;0.02;0.99;33.18;-28.28;56.28;-1.62;10.72;2.89
0.55;-0.10;0.68;61.46;90.24;54.73;-0.06;12.19;4.37
0.44;-0.05;0.77;-78.97;-48.78;-6.23;-2.19;10.09;4.20
0.11;0.04;1.44;-104.22;-71.90;-12.98;-4.87;7.90;3.85
0.00;0.03;1.44;14.98;6.13;29.78;-4.37;7.90;4.62
0.12;-0.07;1.25;47.59;-1.90;33.05;-3.08;7.58;5.51
0.10;-0.06;1.05;-17.49;-40.36;10.73;-3.54;6.26;5.80
0.10;-0.07;1.14;-51.12;-40.10;-13.35;-4.84;5.02;5.46
-0.07;-0.08;1.39;-15.96;-48.04;-11.70;-5.22;3.70;5.14
-0.16;-0.06;1.30;55.81;-2.56;7.14;-3.69;3.70;5.33
-0.02;-0.04;1.01;17.29;-12.54;3.75;-2.62;2.88;5.57
-0.03;-0.04;1.05;0.37;-11.98;-3.00;-2.60;2.51;5.48
0.01;-0.05;1.15;20.14;-0.83;6.91;-2.06;2.43;5.67
0.00;-0.05;1.18;43.96;10.65;-0.75;-0.91;2.66;5.65
-0.03;-0.04;1.13;48.10;-0.10;-4.95;0.35;2.64;5.51
-0.07;0.01;1.05;32.02;-13.46;-9.68;1.17;2.32;5.26
-0.07;0.05;1.08;18.91;-1.94;-3.64;1.69;2.29;5.16
-0.11;0.06;0.97;11.24;10.93;-2.05;2.02;2.66;5.11
0.02;-0.01;1.06;-23.78;-33.52;-9.53;1.37;1.74;4.86
-0.08;0.01;1.13;-31.86;-29.14;-12.23;0.47;0.98;4.52
-0.02;-0.02;1.17;-9.64;-10.17;-7.10;0.16;0.68;4.30
-0.04;-0.02;1.20;11.99;15.60;2.22;0.44;1.10;4.36
-0.02;-0.01;1.07;24.86;37.98;-2.57;1.08;2.10;4.29
-0.03;0.02;1.08;11.47;23.08;-3.46;1.37;2.67;4.20
-0.09;0.04;1.10;-5.14;12.41;-7.50;1.25;3.05;3.99
-0.06;0.03;1.11;-20.91;-15.15;-3.47;0.70;2.64;3.90
-0.02;0.01;1.15;-14.16;-12.63;-2.34;0.33;2.29;3.84
-0.02;-0.00;1.18;-6.24;-8.72;-6.08;0.15;2.02;3.67
-0.04;-0.01;1.14;12.14;9.12;-10.89;0.46;2.26;3.37
-0.08;0.01;1.12;8.80;20.09;-4.81;0.69;2.81;3.25
-0.04;0.00;1.16;6.23;7.99;-2.25;0.86;3.03;3.18
-0.07;-0.00;1.14;5.81;9.75;-3.62;1.00;3.30;3.08
-0.04;0.00;1.15;0.05;9.41;1.90;0.98;3.51;3.13
-0.00;-0.03;1.21;2.07;7.43;-1.61;0.99;3.64;3.09
-0.08;0.00;1.16;7.29;10.12;-2.66;1.16;3.90;3.02
-0.06;-0.00;1.15;2.86;10.41;1.17;1.21;4.17;3.05
-0.03;-0.01;1.16;-2.68;7.26;3.35;1.11;4.31;3.14
-0.04;-0.01;1.19;-3.51;1.02;-0.37;0.98;4.28;3.13
-0.06;-0.01;1.17;-1.70;1.78;1.75;0.91;4.30;3.18
-0.02;-0.02;1.16;-0.48;3.41;-0.72;0.86;4.32;3.16
-0.07;-0.02;1.15;1.06;-3.88;-1.15;0.85;4.21;3.13
-0.10;-0.01;1.13;6.30;1.96;0.53;1.01;4.29;3.14
-0.08;-0.00;1.09;-2.36;6.60;5.43;0.93;4.46;3.29
-0.03;-0.02;1.14;-5.78;-2.49;-1.58;0.74;4.33;3.25
-0.10;-0.01;1.09;-11.61;-6.25;2.97;0.41;4.19;3.33
-0.05;-0.03;1.12;-13.41;-1.56;-0.07;0.03;4.12;3.33
-0.06;-0.03;1.17;-7.92;-6.97;-1.32;-0.21;3.91;3.29
-0.09;-0.03;1.12;4.27;8.27;-5.23;-0.12;4.14;3.15
-0.09;-0.01;1.07;-2.01;8.02;-1.94;-0.18;4.36;3.10
-0.06;-0.01;1.10;0.08;8.16;-4.59;-0.18;4.55;2.97
-0.08;-0.00;1.09;-3.49;3.48;-7.26;-0.27;4.64;2.78
-0.08;-0.01;1.14;-8.54;6.64;-4.19;-0.53;4.82;2.65
-0.06;-0.00;1.18;-5.31;7.52;-4.83;-0.66;4.98;2.52
-0.04;-0.01;1.20;3.61;-0.34;-13.49;-0.56;4.90;2.14
-0.09;0.01;1.22;8.22;-7.23;-18.05;-0.34;4.70;1.67
-0.20;0.12;1.49;7.76;3.69;-0.10;-0.04;4.85;1.67
-0.11;0.16;1.79;69.53;55.67;30.33;1.83;6.24;2.46
0.07;0.16;1.55;38.31;16.76;34.80;2.88;6.49;3.37
0.08;0.11;1.61;-64.48;-55.46;28.22;1.20;4.84;4.13
-0.14;0.11;2.00;-57.20;-54.33;53.99;-0.23;3.44;5.53
-0.14;0.10;2.00;31.82;-16.07;71.03;0.71;3.01;7.52
-0.05;0.08;1.75;49.78;-110.31;75.45;2.21;-0.26;9.78
-0.13;0.06;1.71;-62.19;-197.12;60.04;0.61;-5.20;11.35
-0.03;-0.03;1.82;-60.64;-194.01;60.27;-1.02;-10.21;12.97
0.15;-0.16;1.75;18.04;-178.46;33.86;-0.60;-14.99;13.92
0.04;-0.18;1.14;54.48;-129.30;-3.82;0.62;-18.02;13.82
0.11;-0.21;0.70;42.91;-165.50;-28.02;1.50;-22.34;13.04
-0.19;-0.11;0.28;30.01;-70.17;-34.33;1.99;-23.23;12.11
0.06;-0.17;0.48;14.10;-190.91;-89.35;2.30;-32.23;7.64
-0.21;-0.08;0.28;1.12;-143.17;-63.64;2.10;-34.89;5.86
-0.05;-0.01;0.47;3.17;-16.28;2.15;2.12;-34.58;5.93
0.31;-0.09;0.70;12.71;-61.18;-16.97;2.31;-35.93;5.47
0.02;-0.01;0.68;8.51;-59.64;-20.40;2.48;-36.82;4.92
0.15;-0.01;0.77;26.31;-17.06;25.61;3.11;-36.76;5.61
0.40;-0.04;0.78;39.29;14.94;33.51;4.05;-36.15;6.51
0.52;-0.00;0.90;30.27;-12.08;-7.47;4.77;-36.34;6.31
0.24;0.06;0.83;9.18;-24.01;-32.14;4.99;-36.55;5.44
0.18;0.12;0.90;0.80;5.11;15.09;5.04;-35.88;5.85
0.36;0.08;0.95;17.09;38.56;21.19;5.44;-34.56;6.40
