ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
-0.19;0.02;1.36;-15.16;4.81;-452.34;-4.96;0.48;18.85
-0.05;0.15;1.18;-15.36;-2.71;-417.87;-5.14;0.44;7.15
-0.01;0.10;1.18;-9.34;6.66;-349.83;-5.19;0.61;-2.29
-0.09;-0.03;1.15;-4.44;8.77;-281.00;-5.22;0.91;-9.60
-0.02;0.04;1.09;-3.92;10.49;-212.09;-5.18;1.19;-15.32
0.07;0.20;1.19;-6.98;-12.64;-120.03;-5.07;0.79;-18.45
0.04;0.14;1.14;-3.31;-0.50;-73.94;-4.92;0.73;-20.52
-0.00;-0.00;1.15;-0.34;3.78;-43.91;-4.83;0.83;-21.83
0.02;0.02;1.16;-1.48;-3.81;-23.25;-4.76;0.69;-22.44
0.00;0.02;1.14;-0.58;-4.03;-5.07;-4.66;0.57;-22.58
0.02;-0.02;1.13;0.14;-0.62;0.12;-4.58;0.52;-22.57
0.02;-0.02;1.14;0.34;0.14;0.10;-4.50;0.50;-22.57
0.02;-0.02;1.15;-0.50;-2.33;0.20;-4.45;0.41;-22.56
0.01;-0.02;1.15;-0.92;-2.88;0.76;-4.40;0.31;-22.54
-0.04;0.02;1.15;-3.68;-16.01;41.28;-4.39;-0.06;-21.47
-0.06;0.06;1.16;0.75;-6.74;76.00;-4.22;-0.18;-19.42
0.03;0.07;1.15;4.53;-7.48;166.18;-3.96;-0.40;-15.10
0.04;0.07;1.19;12.24;-4.93;334.35;-3.47;-0.57;-5.40
0.04;0.13;1.17;18.15;0.55;460.09;-2.78;-0.58;7.48
-0.32;0.12;1.22;21.54;-0.07;502.61;-2.09;-0.30;20.55
-0.24;0.19;1.18;24.15;3.53;502.61;-1.26;-0.00;34.12
0.10;0.01;1.11;24.09;16.75;502.61;-0.56;0.36;48.19
-0.30;-0.20;1.02;31.79;32.52;502.61;0.09;1.45;61.26
-0.30;0.22;1.09;14.87;5.00;502.61;0.66;1.81;74.83
0.16;-0.41;0.95;-11.91;-8.29;502.61;-0.09;1.41;88.90
-0.08;0.09;1.25;5.39;-3.06;502.61;0.13;1.37;101.97
0.23;-0.25;1.12;8.12;0.29;502.61;0.13;1.16;115.54
0.18;-0.31;1.19;6.20;3.75;343.20;0.06;1.12;126.18
-0.11;-0.04;1.10;-6.18;-4.97;271.37;-0.14;1.08;133.24
-0.12;-0.12;1.15;16.72;26.84;280.26;0.22;1.90;141.08
-0.01;-0.15;1.17;4.02;6.48;159.11;0.27;2.20;149.20
0.05;-0.08;1.06;-0.11;-1.29;71.46;0.18;2.07;151.27
-0.10;-0.07;1.15;-0.32;-1.55;20.65;0.10;2.09;151.81
0.00;-0.01;1.14;0.52;-0.73;-0.02;0.11;2.02;151.81
0.00;-0.01;1.11;1.53;0.23;0.61;0.14;1.98;151.82
0.01;-0.01;1.15;-1.79;-3.66;-0.17;0.08;1.85;151.82
0.01;-0.02;1.17;-2.49;-7.89;-9.54;-0.01;1.56;151.53
0.03;-0.01;1.14;0.60;-4.45;-13.10;0.00;1.38;151.17
0.06;-0.06;1.14;-4.27;-8.82;-48.84;-0.17;1.08;149.90
0.10;-0.15;1.16;-1.47;0.07;-118.29;-0.34;0.97;146.70
0.05;-0.14;1.32;-0.64;0.25;-198.66;-0.47;0.92;141.14
0.27;-0.15;0.85;-13.05;-7.14;-252.06;-0.94;0.41;134.59
-0.04;-0.03;1.01;-11.21;-10.71;-272.96;-1.25;0.17;127.22
0.07;-0.14;1.08;-2.49;8.54;-312.86;-1.43;0.32;119.08
-0.01;-0.04;1.13;-17.77;-18.12;-332.43;-1.91;-0.16;110.11
-0.09;-0.01;1.18;-17.18;-15.96;-294.06;-2.35;-0.50;101.87
-0.19;-0.03;1.23;-8.14;1.52;-339.76;-2.65;-0.26;88.28
-0.10;-0.07;1.09;-14.81;-5.37;-347.10;-3.04;-0.29;79.26
0.04;-0.02;1.20;-16.79;-7.22;-363.83;-3.45;-0.52;69.43
0.11;-0.02;1.09;-15.95;-5.93;-351.73;-3.84;-0.78;59.59
-0.03;-0.02;1.14;-13.69;-4.90;-371.58;-4.13;-0.87;49.92
-0.10;-0.06;1.18;-10.56;2.80;-362.48;-4.40;-0.68;39.78
-0.10;-0.09;1.18;-10.73;2.81;-340.51;-4.67;-0.50;30.92
0.07;-0.03;1.12;-8.98;6.05;-343.12;-4.85;-0.40;21.32
-0.01;0.03;1.17;-5.74;12.05;-331.94;-4.88;-0.06;12.35
-0.01;-0.00;1.14;-4.60;6.39;-291.88;-4.92;0.14;3.60
-0.04;-0.09;1.15;6.00;22.68;-271.58;-4.74;0.80;-4.01
-0.00;0.07;1.18;1.47;8.29;-294.43;-4.54;1.00;-11.96
-0.05;0.09;1.11;-4.64;2.05;-299.58;-4.48;1.08;-19.75
-0.04;0.13;1.07;-4.89;2.48;-220.17;-4.39;1.17;-25.91
0.04;-0.23;1.17;-2.44;2.19;-152.96;-4.58;1.17;-30.04
0.06;0.03;1.11;-0.03;0.28;-174.12;-4.46;1.10;-34.57
0.04;0.01;1.12;-0.46;0.84;-177.68;-4.37;1.06;-39.37
-0.08;0.14;1.10;0.31;1.13;-118.49;-4.15;1.14;-42.45
-0.00;0.08;1.12;-0.29;0.63;-3.59;-3.99;1.14;-42.56
0.04;-0.01;1.13;-0.21;4.49;1.97;-3.93;1.20;-42.50
-0.03;0.01;1.15;0.38;-0.03;7.94;-3.83;1.20;-42.30
0.07;0.01;1.18;-0.55;-5.26;34.97;-3.76;0.97;-41.35
-0.10;0.00;1.16;-3.02;-11.34;57.08;-3.76;0.75;-39.81
0.00;-0.02;1.17;-4.92;-11.48;48.99;-3.83;0.43;-38.49
-0.02;0.00;1.22;-5.82;-12.73;13.36;-3.91;0.11;-38.13
0.08;-0.03;1.13;-1.28;-1.00;7.66;-3.89;0.00;-37.92
-0.01;-0.00;1.14;2.00;5.75;3.97;-3.77;0.16;-37.81
-0.00;0.00;1.15;2.15;4.42;32.04;-3.63;0.27;-36.95
-0.06;0.02;1.15;0.99;-0.82;65.74;-3.52;0.30;-34.91
0.10;-0.02;1.17;3.77;7.79;66.64;-3.37;0.40;-33.18
0.06;-0.03;1.15;-1.85;-1.58;47.28;-3.38;0.29;-31.85
0.04;-0.02;1.15;0.31;0.39;17.89;-3.32;0.26;-31.37
0.01;-0.02;1.15;-0.23;-2.10;1.95;-3.28;0.18;-31.32
0.00;-0.01;1.15;-4.12;-6.16;-0.26;-3.33;0.01;-31.33
0.04;-0.02;1.15;-1.77;-3.19;-3.70;-3.33;-0.11;-31.42
-0.00;-0.01;1.15;1.15;1.47;-3.39;-3.24;-0.06;-31.51
0.01;-0.01;1.14;-0.18;-1.14;-0.63;-3.19;-0.10;-31.53
0.01;-0.00;1.14;-5.65;-9.49;-0.52;-3.27;-0.35;-31.54
0.02;-0.02;1.16;-6.26;-10.09;-0.22;-3.42;-0.66;-31.55
0.02;-0.01;1.15;-1.11;-1.89;0.12;-3.40;-0.71;-31.55
0.06;-0.03;1.15;1.07;0.91;-4.95;-3.33;-0.73;-31.68
-0.13;0.01;1.13;-4.37;-6.35;-22.34;-3.47;-0.90;-32.79
0.03;-0.02;1.14;-8.78;-16.67;0.09;-3.66;-1.37;-32.79
0.02;-0.14;1.14;-1.05;-0.67;-14.87;-3.75;-1.38;-33.21
-0.04;-0.08;1.21;2.08;4.16;-63.48;-3.70;-1.22;-34.86
0.01;-0.09;1.13;1.31;9.33;-107.82;-3.69;-0.96;-37.77
-0.07;-0.18;1.14;-5.33;1.24;-172.02;-3.93;-0.85;-42.41
-0.03;-0.12;1.17;-6.72;0.08;-252.34;-4.16;-0.80;-49.98
-0.02;-0.02;1.22;-9.02;-2.65;-327.19;-4.33;-0.84;-58.82
0.08;-0.00;1.13;-11.22;-0.51;-371.99;-4.54;-0.92;-68.86
0.14;-0.02;1.18;-12.12;-3.63;-402.75;-4.79;-1.12;-79.74
-0.03;-0.13;1.16;-14.85;-3.81;-413.48;-5.22;-1.18;-90.90
0.03;-0.06;1.25;-12.05;-2.80;-429.88;-5.49;-1.26;-102.94
0.10;-0.04;1.13;-12.43;2.52;-433.76;-5.75;-1.27;-114.65
0.06;-0.02;1.12;-13.76;-1.35;-396.43;-6.02;-1.34;-125.35
-0.06;-0.12;1.21;-15.98;-5.52;-403.68;-6.42;-1.41;-136.25
-0.13;-0.22;1.16;-17.34;-1.35;-477.33;-7.02;-1.31;-151.05
0.02;-0.20;1.13;-20.31;-5.43;-497.93;-7.63;-1.46;-164.99
-0.04;-0.15;1.17;-19.91;1.68;-497.93;-8.13;-1.35;-177.94
-0.16;0.02;1.27;-18.67;0.11;-497.93;-8.47;-1.18;-191.88
-0.13;-0.03;1.22;-16.14;4.05;-497.53;-8.75;-0.93;-205.31
-0.19;0.11;1.17;-14.12;5.38;-400.20;-8.84;-0.60;-215.72
-0.11;0.16;1.12;-8.20;5.94;-250.20;-8.73;-0.33;-222.47
-0.08;0.06;1.23;-5.57;-1.03;-177.21;-8.65;-0.28;-227.26
-0.06;0.04;1.18;-2.89;4.13;-142.26;-8.52;-0.11;-230.96
-0.06;-0.00;1.22;2.43;2.11;-80.08;-8.28;0.01;-233.36
-0.06;0.00;1.16;8.00;14.75;-47.44;-7.90;0.46;-234.64
-0.10;0.02;1.15;5.05;9.70;-7.48;-7.59;0.80;-234.83
0.01;-0.02;1.14;6.38;10.02;-0.23;-7.29;1.05;-234.84
-0.01;-0.01;1.16;5.25;8.68;0.06;-7.02;1.26;-234.84
0.01;-0.02;1.15;2.82;3.90;-0.19;-6.82;1.32;-234.84
0.02;-0.02;1.16;5.18;7.87;-0.35;-6.56;1.50;-234.85
0.00;-0.01;1.13;3.04;5.03;-0.57;-6.37;1.59;-234.87
-0.13;0.04;1.10;5.51;10.77;7.25;-6.05;1.98;-234.67
-0.12;-0.02;1.18;8.56;13.38;66.26;-5.71;2.42;-232.82
0.00;-0.02;1.16;3.19;8.17;94.20;-5.49;2.69;-229.05
0.01;-0.00;1.15;0.50;2.55;107.36;-5.37;2.69;-226.26
0.12;-0.08;1.09;-2.23;-4.73;122.38;-5.40;2.39;-222.83
-0.08;0.04;1.10;3.65;4.86;150.52;-5.16;2.55;-218.77
-0.05;0.04;1.12;2.26;-0.82;214.15;-4.96;2.53;-212.99
-0.04;0.08;1.16;-1.02;-3.90;245.84;-4.81;2.41;-206.35
-0.17;0.05;1.19;-9.04;-23.51;279.66;-4.90;1.92;-199.08
-0.11;0.08;1.14;-3.73;-13.26;338.65;-4.83;1.63;-189.93
-0.15;-0.00;1.12;4.98;-1.77;375.05;-4.60;1.71;-179.81
-0.28;0.05;1.15;9.30;3.97;484.62;-4.20;2.04;-165.75
0.19;-0.24;1.20;14.60;20.40;502.61;-3.93;2.39;-152.18
-0.11;0.02;1.10;8.85;13.73;502.61;-3.60;2.81;-138.61
-0.19;-0.22;1.17;3.37;-3.22;502.61;-3.62;2.83;-125.04
0.03;-0.27;1.05;-4.14;-19.31;502.61;-3.94;2.24;-111.47
0.73;-0.32;1.31;40.40;78.11;502.61;-2.93;3.86;-97.40
-0.35;0.29;1.17;13.39;8.80;502.61;-2.31;4.27;-84.33
0.26;-0.32;1.09;2.63;-5.11;502.61;-2.46;3.84;-70.26
-0.08;-0.15;1.20;-1.69;-19.23;326.75;-2.59;3.32;-61.44
0.17;-0.18;1.11;-10.35;-53.95;284.18;-2.96;1.73;-54.05
0.09;-0.02;1.07;8.05;2.66;260.59;-2.69;1.68;-46.23
0.02;-0.06;1.22;9.36;1.44;231.07;-2.44;1.67;-39.99
0.08;-0.05;1.13;5.05;-3.54;175.48;-2.32;1.46;-35.43
0.02;-0.05;1.16;3.24;-2.39;112.88;-2.23;1.35;-32.27
-0.03;-0.11;1.25;1.08;-6.25;101.55;-2.26;1.19;-29.63
0.02;-0.03;1.15;-1.85;-4.21;-8.75;-2.33;0.92;-30.10
0.12;-0.03;1.13;0.35;4.00;-40.64;-2.31;0.89;-31.16
0.02;-0.03;1.16;-0.43;5.79;-68.81;-2.30;1.01;-33.08
0.02;-0.03;1.17;-2.17;1.64;-94.45;-2.34;1.02;-35.63
-0.02;-0.02;1.16;-1.97;1.03;-78.75;-2.37;1.05;-38.00
0.07;-0.12;1.14;-1.28;3.07;-78.55;-2.47;1.05;-40.12
0.18;-0.09;1.13;-2.21;9.44;-164.60;-2.56;1.11;-44.56
-0.00;0.05;1.16;0.49;10.77;-191.82;-2.45;1.37;-49.55
-0.10;0.03;1.12;-0.76;10.20;-153.93;-2.39;1.71;-53.70
-0.17;0.05;1.13;4.38;10.80;-75.94;-2.19;2.13;-55.75
0.02;-0.02;1.16;-3.30;-4.93;0.03;-2.25;1.93;-55.75
0.02;-0.02;1.14;4.06;10.42;-0.26;-2.12;2.15;-55.76
-0.00;-0.02;1.15;2.26;4.88;1.31;-2.03;2.24;-55.72
-0.03;0.00;1.15;-0.35;-2.18;20.70;-2.00;2.17;-55.17
0.05;-0.03;1.14;-2.37;-5.17;2.10;-2.06;1.92;-55.10
0.02;-0.02;1.16;0.96;1.13;1.17;-2.01;1.90;-55.07
0.01;-0.01;1.14;7.13;13.15;-0.52;-1.79;2.20;-55.08
-0.06;0.03;1.04;10.53;18.98;-1.13;-1.44;2.72;-55.11
-0.01;-0.00;1.13;1.89;4.78;0.06;-1.37;2.80;-55.11
0.02;-0.02;1.12;-0.44;-0.30;-0.58;-1.37;2.71;-55.13
0.01;-0.01;1.14;0.85;0.10;-0.08;-1.33;2.66;-55.13
-0.01;-0.02;1.14;-1.71;-2.87;-0.12;-1.36;2.53;-55.13
-0.00;-0.01;1.15;-8.63;-20.21;0.84;-1.57;1.95;-55.11
0.01;-0.01;1.15;-11.68;-21.78;0.88;-1.84;1.35;-55.09
-0.03;-0.01;1.21;-25.28;-47.72;2.24;-2.59;-0.10;-55.02
0.02;-0.01;1.12;-3.57;-5.11;-0.22;-2.64;-0.26;-55.03
0.02;-0.01;1.15;-0.55;-1.48;-0.06;-2.62;-0.31;-55.03
0.02;-0.02;1.14;-1.31;-2.91;0.17;-2.61;-0.40;-55.02
0.03;-0.02;1.14;0.06;2.10;-0.26;-2.58;-0.36;-55.03
0.02;-0.03;1.15;2.21;6.95;-1.00;-2.50;-0.20;-55.06
-0.01;-0.01;1.16;8.29;20.19;-25.62;-2.24;0.35;-55.75
-0.01;-0.01;1.13;1.97;6.52;-7.15;-2.15;0.53;-55.95
0.01;-0.01;1.15;-0.64;2.42;-5.99;-2.14;0.57;-56.10
0.00;-0.01;1.14;-0.09;2.62;-0.58;-2.11;0.63;-56.12
0.02;-0.01;1.17;1.59;4.86;-0.34;-2.04;0.73;-56.13
0.02;-0.01;1.15;4.81;6.98;-0.29;-1.89;0.88;-56.14
0.01;-0.01;1.14;13.89;18.62;0.20;-1.48;1.36;-56.13
0.01;-0.02;1.15;3.31;5.46;5.81;-1.38;1.47;-55.98
-0.00;-0.00;1.13;2.95;3.73;0.65;-1.28;1.54;-55.96
-0.06;0.02;1.12;-1.40;1.32;4.93;-1.27;1.60;-55.83
-0.05;0.02;1.14;-7.89;-1.29;64.85;-1.43;1.58;-54.14
0.04;0.12;1.17;-14.03;-18.27;178.93;-1.66;1.03;-49.31
0.02;0.11;1.11;2.63;-7.57;341.57;-1.45;0.78;-39.75
-0.08;0.21;1.19;18.56;31.93;494.32;-0.70;1.74;-25.41
-0.05;0.14;1.17;10.47;-25.60;502.61;-0.28;1.07;-11.84
-0.67;0.34;1.27;23.83;13.62;502.61;0.56;1.86;1.73
-0.17;0.02;1.04;17.01;-19.66;502.61;1.01;1.48;15.30
-0.18;-0.30;1.22;19.86;-12.18;502.61;1.28;1.26;28.87
-0.02;-0.09;1.14;25.97;0.46;502.61;1.83;1.27;41.94
0.23;-0.28;1.24;11.47;-20.06;502.61;1.89;0.52;56.01
0.21;-0.22;1.15;23.10;22.26;421.36;2.28;0.93;67.38
0.08;-0.15;1.08;6.35;3.81;269.05;2.24;0.93;74.38
-0.01;-0.12;1.16;16.03;20.40;211.13;2.51;1.46;80.08
-0.31;0.08;1.17;6.76;9.23;165.77;2.78;2.07;86.71
-0.13;-0.06;1.17;3.50;1.17;80.75;2.77;2.19;88.89
0.03;-0.02;1.12;-9.37;-9.72;-0.72;2.45;1.85;88.87
0.04;-0.03;1.14;-4.34;-16.73;-19.41;2.26;1.33;88.35
-0.01;-0.02;1.18;-12.58;-22.35;-20.11;1.55;0.18;87.30
0.04;-0.04;1.11;-1.01;0.22;-38.38;1.45;0.15;86.23
0.08;-0.06;1.12;-2.96;-0.39;-63.48;1.30;0.06;84.58
0.07;-0.08;1.14;-2.23;1.49;-112.05;1.14;0.03;81.55
0.13;-0.18;1.10;-4.53;3.49;-186.75;0.83;0.01;76.51
0.13;-0.21;1.15;-3.28;12.86;-286.11;0.54;0.22;69.07
-0.00;-0.11;1.10;-9.48;-1.31;-385.99;0.13;0.19;57.10
-0.08;-0.17;1.20;-16.43;-7.14;-451.88;-0.46;0.06;44.90
-0.21;-0.12;1.14;-20.84;-9.38;-497.93;-1.10;0.00;31.46
-0.17;-0.07;1.16;-21.48;-6.25;-497.93;-1.71;-0.01;18.02
0.02;0.01;1.13;-15.95;2.57;-497.93;-2.09;0.04;4.57
0.02;0.02;1.15;-12.70;11.01;-497.93;-2.36;0.31;-8.87
-0.22;-0.11;1.03;-32.32;-18.73;-497.93;-3.27;0.03;-22.32
-0.10;0.01;1.09;-20.70;-2.62;-497.93;-3.74;0.06;-35.76
0.02;-0.01;1.11;-13.33;1.79;-431.73;-4.03;0.09;-47.42
0.10;0.07;1.10;-12.72;0.26;-345.29;-4.27;-0.00;-58.12
0.07;0.10;1.17;-13.40;-8.03;-263.87;-4.45;-0.28;-65.24
-0.06;0.07;1.15;-9.69;-4.97;-179.03;-4.55;-0.35;-70.08
-0.06;0.18;1.20;0.27;5.79;-77.79;-4.29;-0.13;-72.26
-0.01;0.04;1.15;1.91;7.13;-26.80;-4.12;0.07;-72.95
-0.03;0.01;1.12;0.84;1.39;-2.96;-4.00;0.14;-73.03
0.04;-0.03;1.15;-2.47;0.20;-29.99;-4.02;0.10;-73.84
0.16;-0.07;1.14;-2.35;1.42;-70.72;-4.06;-0.01;-75.68
0.11;-0.08;1.14;-6.06;-3.87;-169.13;-4.22;-0.22;-80.25
-0.07;0.03;1.14;-5.79;-0.27;-167.33;-4.26;-0.15;-84.60
-0.15;0.10;1.11;-3.66;-4.90;-45.68;-4.19;-0.16;-86.02
0.02;-0.02;1.16;3.30;8.52;0.09;-4.04;0.05;-86.01
-0.06;0.01;1.19;-2.99;-14.77;47.10;-4.02;-0.28;-84.79
0.02;-0.00;1.15;2.27;0.25;73.22;-3.89;-0.29;-82.81
0.01;0.04;1.14;1.65;-3.75;77.34;-3.72;-0.39;-80.72
0.04;0.01;1.14;0.56;-4.94;70.29;-3.63;-0.55;-78.90
0.02;-0.05;1.13;3.44;2.39;43.17;-3.52;-0.49;-77.73
0.08;-0.06;1.13;1.45;0.00;30.56;-3.47;-0.55;-76.90
0.03;-0.02;1.12;0.98;-0.74;22.52;-3.39;-0.59;-76.32
-0.01;-0.02;1.15;1.69;2.45;30.99;-3.29;-0.49;-75.36
0.04;-0.03;1.13;1.73;0.08;35.46;-3.21;-0.52;-74.40
0.05;-0.03;1.16;0.60;-1.32;21.45;-3.16;-0.60;-73.84
-0.00;-0.01;1.17;-0.08;0.42;0.06;-3.11;-0.57;-73.84
0.03;-0.02;1.14;0.17;0.13;0.10;-3.06;-0.58;-73.84
0.02;-0.02;1.14;0.05;0.16;0.24;-3.02;-0.59;-73.83
0.02;-0.02;1.14;-0.24;0.22;0.23;-2.98;-0.59;-73.83
0.03;-0.02;1.15;-0.03;-0.27;-0.09;-2.94;-0.61;-73.83
0.02;-0.03;1.15;0.37;0.39;-0.09;-2.90;-0.61;-73.83
0.07;-0.03;1.13;-0.99;0.37;-23.62;-2.89;-0.66;-74.47
-0.04;-0.01;1.15;-0.98;-3.37;-0.60;-2.87;-0.70;-74.49
0.03;-0.02;1.15;-1.48;-4.44;-0.34;-2.87;-0.84;-74.50
0.04;-0.02;1.15;0.05;2.54;-15.93;-2.84;-0.80;-74.94
0.02;-0.02;1.15;0.23;2.39;-21.74;-2.80;-0.74;-75.51
0.04;-0.03;1.15;-0.55;1.70;-33.06;-2.78;-0.72;-76.43
0.01;-0.07;1.15;-1.39;-0.15;-49.38;-2.83;-0.72;-77.77
0.02;-0.06;1.16;-4.03;-2.88;-79.10;-2.94;-0.80;-79.90
0.05;-0.11;1.13;-5.21;0.89;-141.15;-3.12;-0.80;-83.71
0.06;-0.18;1.19;-6.47;5.50;-240.08;-3.40;-0.69;-90.20
0.01;-0.18;1.13;-12.38;0.74;-342.41;-3.84;-0.66;-99.44
0.00;-0.24;1.13;-17.08;1.38;-454.48;-4.52;-0.61;-113.53
0.01;-0.21;1.17;-20.60;-3.87;-497.93;-5.16;-0.70;-126.48
0.05;-0.20;1.13;-22.05;2.54;-497.93;-5.86;-0.65;-140.42
-0.01;-0.12;1.15;-25.10;3.17;-497.93;-7.07;-0.48;-164.82
0.13;0.02;1.13;-20.61;6.13;-497.93;-7.49;-0.43;-179.26
-0.08;-0.03;1.13;-21.59;2.07;-497.93;-7.94;-0.29;-192.70
-0.02;0.06;1.08;-17.50;7.38;-497.93;-8.17;-0.07;-205.65
0.19;-0.01;0.73;-20.44;6.17;-497.93;-8.58;-0.19;-219.59
-0.11;-0.05;1.15;-18.41;6.25;-497.93;-8.92;0.09;-232.53
-0.17;-0.02;1.12;-13.01;7.30;-434.23;-9.16;0.47;-245.99
-0.18;-0.04;1.19;-11.63;0.34;-291.64;-9.33;0.64;-254.16
-0.14;0.10;1.17;-9.83;-5.60;-177.65;-9.31;0.61;-258.78
-0.08;0.04;1.07;-4.05;-0.97;-98.83;-9.20;0.66;-261.55
-0.08;0.02;1.14;1.21;1.70;-44.03;-8.96;0.77;-262.74
-0.05;-0.01;1.11;-1.83;0.55;-18.37;-8.83;0.81;-263.21
0.03;-0.00;1.17;1.97;1.32;-4.78;-8.60;0.80;-263.35
-0.01;0.01;1.13;3.54;3.53;33.45;-8.33;0.89;-262.44
-0.02;0.00;1.14;3.48;4.63;55.36;-8.07;1.01;-261.00
0.04;-0.03;1.15;1.95;0.95;45.45;-7.87;0.99;-259.19
-0.04;-0.03;1.17;3.94;2.46;68.61;-7.63;1.08;-257.33
-0.07;0.02;1.12;3.50;1.49;126.61;-7.37;1.17;-254.04
-0.06;0.01;1.14;5.80;2.60;193.43;-7.06;1.28;-248.82
-0.05;-0.01;1.11;6.15;1.24;250.46;-6.77;1.34;-242.06
0.01;-0.02;1.14;3.19;-11.72;279.08;-6.57;0.99;-234.52
-0.01;0.01;1.12;7.65;1.70;292.18;-6.23;1.02;-226.63
-0.16;0.10;1.18;11.68;3.90;335.95;-5.70;1.25;-217.23
-0.11;-0.03;1.10;9.34;-0.80;378.62;-5.37;1.31;-207.38
0.03;-0.22;1.15;13.98;8.42;330.49;-5.05;1.52;-197.14
-0.04;-0.03;1.14;-1.24;-12.77;271.94;-5.01;1.19;-189.80
-0.14;0.05;1.17;10.78;-1.25;382.17;-4.59;1.26;-179.86
-0.21;-0.00;1.22;18.70;-1.08;461.29;-4.01;1.40;-167.40
0.26;-0.19;1.24;18.85;11.44;464.82;-3.57;1.47;-154.85
-0.23;-0.02;1.14;24.24;22.20;430.04;-2.90;2.23;-143.67
0.26;-0.24;1.04;3.89;-6.25;449.74;-2.94;1.78;-131.53
0.14;-0.20;1.25;4.32;-9.75;315.63;-2.94;1.39;-123.32
-0.18;0.03;1.16;12.47;10.57;340.82;-2.52;1.81;-114.12
0.04;-0.18;1.16;0.40;-15.60;339.84;-2.63;1.32;-104.95
0.17;-0.00;1.04;10.14;-3.95;346.23;-2.29;0.99;-94.56
0.06;0.08;1.16;13.98;4.66;360.84;-1.78;1.05;-84.46
0.06;-0.12;1.15;11.24;4.23;336.61;-1.56;1.09;-75.37
0.02;-0.10;1.16;8.18;-0.24;280.99;-1.42;1.04;-68.06
-0.00;-0.08;1.18;3.73;-7.54;244.71;-1.37;0.83;-61.45
0.14;-0.07;1.13;2.23;-4.09;179.77;-1.34;0.57;-56.60
0.09;-0.09;1.13;-0.34;-1.32;79.05;-1.41;0.44;-54.47
-0.00;-0.04;1.18;0.56;-0.74;13.40;-1.40;0.42;-54.10
0.11;-0.04;1.14;2.56;5.70;-26.11;-1.34;0.45;-54.78
-0.02;-0.02;1.16;-0.17;1.65;-43.74;-1.34;0.51;-56.14
-0.07;-0.03;1.17;1.95;3.76;-29.64;-1.28;0.67;-56.97
-0.04;-0.04;1.18;-1.16;-0.50;-33.50;-1.32;0.69;-57.84
-0.02;-0.01;1.15;1.27;0.86;-24.03;-1.27;0.71;-58.49
0.02;-0.01;1.14;-0.70;0.23;-16.92;-1.27;0.69;-58.95
0.02;-0.02;1.13;-1.89;-2.79;-22.98;-1.31;0.58;-59.54
0.04;-0.01;1.13;-1.05;-1.72;-12.00;-1.32;0.49;-59.88
0.05;-0.02;1.16;-2.55;-3.78;7.49;-1.38;0.33;-59.68
0.02;0.00;1.15;-2.27;-5.66;3.89;-1.41;0.16;-59.58
0.05;-0.04;1.12;-1.21;-0.50;-22.14;-1.45;0.10;-60.17
-0.05;-0.02;1.17;-1.42;-1.64;-42.63;-1.49;0.10;-61.49
-0.07;-0.01;1.15;-2.35;-2.32;-32.77;-1.53;0.11;-62.35
0.00;-0.01;1.13;-0.73;-0.65;-21.70;-1.52;0.08;-62.95
-0.02;-0.01;1.15;-0.72;-0.77;-20.57;-1.52;0.08;-63.51
0.02;-0.02;1.15;-0.90;-2.33;-17.67;-1.54;-0.01;-63.99
0.06;-0.03;1.15;0.05;0.58;-23.15;-1.53;-0.03;-65.19
0.01;-0.01;1.15;-2.15;-1.77;-37.48;-1.57;-0.09;-66.20
-0.02;0.01;1.08;-21.89;-35.19;1.23;-2.11;-0.99;-66.17
0.03;-0.03;1.15;-1.39;-4.16;-1.80;-2.12;-1.11;-66.22
0.03;-0.02;1.16;2.05;8.77;-43.93;-2.04;-0.85;-67.58
-0.07;0.01;1.13;-3.77;-5.28;-12.37;-2.09;-0.91;-67.92
0.02;-0.02;1.15;-1.88;-4.30;0.38;-2.12;-1.02;-67.91
0.03;-0.02;1.14;0.15;-0.44;0.17;-2.09;-1.04;-67.91
0.02;-0.01;1.14;-1.33;-2.45;1.22;-2.10;-1.10;-67.88
0.04;-0.03;1.15;-0.63;-2.15;9.29;-2.10;-1.17;-67.63
0.04;-0.03;1.14;0.20;-0.65;0.46;-2.08;-1.21;-67.62
0.03;-0.02;1.15;-0.52;-0.61;-0.26;-2.07;-1.22;-67.63
0.02;-0.02;1.15;2.75;8.78;-35.91;-1.98;-0.99;-68.60
0.11;-0.06;1.14;-1.62;-2.51;-31.29;-2.03;-1.14;-69.48
-0.00;-0.01;1.14;-1.56;-1.55;-37.41;-2.05;-1.17;-70.60
0.02;-0.03;1.16;-1.25;-0.59;-31.51;-2.07;-1.17;-71.45
0.00;-0.01;1.14;-1.34;-1.63;-19.30;-2.07;-1.20;-71.97
0.03;-0.04;1.14;-1.57;-4.32;-2.38;-2.11;-1.31;-72.03
0.03;-0.02;1.14;-0.64;0.86;-8.87;-2.10;-1.29;-72.27
0.03;-0.02;1.15;0.03;1.29;-16.54;-2.08;-1.26;-72.73
0.06;-0.08;1.13;-2.06;-0.15;-40.61;-2.17;-1.30;-73.79
0.03;-0.24;1.11;-3.07;7.52;-140.19;-2.45;-1.09;-77.72
-0.00;-0.19;1.18;-8.73;-2.45;-253.30;-2.80;-1.13;-84.30
0.06;-0.20;1.17;-13.88;-2.15;-363.27;-3.35;-1.22;-95.56
